name,price,image,speed,ram_type,modules,capacity,first_word_latency,cas_latency,price_gb,color,rating
TEAMGROUP Xtreem ARGB 48 GB,659.99,https://cdna.pcpartpicker.com/static/forever/images/product/45ce6f5e11a2b6f2a417f9800b2b55da.256p.jpg,DDR5-8000,DDR5,2 x 24GB,48GB,9.5 ns,38,£13.750,Black,5
ADATA AD5U480016G-DT 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/001878e9acc6e80150b88e4f1d10c674.256p.jpg,DDR5-4800,DDR5,2 x 16GB,32GB,16.667 ns,40,,Black,5
Samsung Green 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/f89c209d8d03bcb36ea731c81c0d83d7.256p.jpg,DDR4-2133,DDR4,1 x 8GB,8GB,14.065 ns,15,,Green / Black,0
Patriot Viper Xtreme 5 32 GB,629.99,https://cdna.pcpartpicker.com/static/forever/images/product/06fef49ccc46b4eb72f2c9fb1f6d50d7.256p.jpg,DDR5-8200,DDR5,2 x 16GB,32GB,9.268 ns,38,£19.687,Black,5
Patriot Viper Elite 5 RGB 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/07d3b527c981286e7f0f3df9a7f4b8cc.256p.jpg,DDR5-6200,DDR5,2 x 32GB,64GB,13.548 ns,42,,White,0
Corsair Vengeance RGB RS 16 GB,172.99,https://cdna.pcpartpicker.com/static/forever/images/product/b6d111351e56f32cd776e4cf8ce17e39.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,£10.812,Black / Gray,4.5
Acer Predator Vesta II RGB 32 GB,359.54,,DDR5-6000,DDR5,2 x 16GB,32GB,12 ns,36,£11.236,Silver,0
Kingston FURY Renegade 32 GB,448.94,https://cdna.pcpartpicker.com/static/forever/images/product/c0c275463261956ce864a9d7ff1415bc.256p.jpg,DDR5-6400,DDR5,2 x 16GB,32GB,10 ns,32,£14.029,Silver / Black,5
Kingston KCP426NS8/8 8 GB,163.4,https://cdna.pcpartpicker.com/static/forever/images/product/09fe6395c95097722a468e89af442aba.256p.jpg,DDR4-2666,DDR4,1 x 8GB,8GB,14.254 ns,19,£20.425,Green / Black,0
Kingston Kingston Fury Red 16GB (2x8GB) DDR4 PC4-21300C16 2666MHz Dual Channel Kit (HX426C16FR2K2/16) 16 GB,,,DDR4-2666,DDR4,2 x 8GB,16GB,12.003 ns,16,,Red,4.5
Corsair SHUGO ONYX BLADE 32 GB,590.99,https://cdna.pcpartpicker.com/static/forever/images/product/fc4955ba24366af8365eb8ac57a43530.256p.jpg,DDR5-6000,DDR5,2 x 16GB,32GB,9.333 ns,28,£18.468,White / Black,0
Lexar Ares RGB 2nd Gen 32 GB,536.85,,DDR5-6000,DDR5,2 x 16GB,32GB,9.333 ns,28,£16.777,Black,4.5
Crucial CT2K32G4DFD832A 64 GB,618.57,https://cdna.pcpartpicker.com/static/forever/images/product/79e3acae3566bc81e6ebd11a9835e95c.256p.jpg,DDR4-3200,DDR4,2 x 32GB,64GB,13.75 ns,22,£9.665,Green / Black,5
Silicon Power SP032GBSVU560F22 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/ef428acd3d626c3e4330f4fd13f8f4d2.256p.jpg,DDR5-5600,DDR5,2 x 16GB,32GB,16.429 ns,46,,Black,0
Silicon Power SP008GBLFU240B02 8 GB,48.97,https://cdna.pcpartpicker.com/static/forever/images/product/03e1e4bfea3237e3ac40baf5faf59e8c.256p.jpg,DDR4-2400,DDR4,1 x 8GB,8GB,14.167 ns,17,£6.121,,0
Corsair Vengeance RGB Pro 8 GB,87.99,https://cdna.pcpartpicker.com/static/forever/images/product/9355a8c02dcf3dbd1d6a70e33ca81d82.256p.jpg,DDR4-3200,DDR4,1 x 8GB,8GB,10 ns,16,£10.999,Black,0
TEAMGROUP T-Force Vulcan Z 8 GB,114.5,https://cdna.pcpartpicker.com/static/forever/images/product/2c6fbe996ce4d5def8b218224d8e3337.256p.jpg,DDR4-3600,DDR4,1 x 8GB,8GB,10 ns,18,£14.312,Gray,0
KingBank SharpBlade 32 GB,,,DDR5-6000,DDR5,2 x 16GB,32GB,12 ns,36,,Black,5
G.Skill Aegis 5 32 GB,447.45,https://cdna.pcpartpicker.com/static/forever/images/product/f33102dcb4d1861f27ab7582df77ee9e.256p.jpg,DDR5-6000,DDR5,1 x 32GB,32GB,12 ns,36,£13.983,Black / Red,0
G.Skill Trident Z5 Neo RGB 48 GB,699,https://cdna.pcpartpicker.com/static/forever/images/product/8f9fe76c192a14c8ed132692682128b5.256p.jpg,DDR5-8000,DDR5,2 x 24GB,48GB,10 ns,40,£14.562,Black,0
PNY XLR8 Gaming Low Profile 32 GB,202.97,https://cdna.pcpartpicker.com/static/forever/images/product/14d57418d5fe0eb16e45515b2fea4183.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,10 ns,16,£6.343,Black / Red,0
G.Skill Trident Z5 Royal Neo 32 GB,1108.79,https://cdna.pcpartpicker.com/static/forever/images/product/4819bcc4745b1f932a24cabde860a2e6.256p.jpg,DDR5-6000,DDR5,2 x 16GB,32GB,8.667 ns,26,£34.650,Silver,0
Kingston ValueRAM 8 GB,70.85,https://cdna.pcpartpicker.com/static/forever/images/product/c58439df47a52aa213bb8ae295ce399f.256p.jpg,DDR4-2666,DDR4,1 x 8GB,8GB,14.254 ns,19,£8.856,Green / Black,5
ADATA XPG Z1 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/dda0529c37803fb718accf3fdb382744.256p.jpg,DDR4-2400,DDR4,2 x 8GB,16GB,13.333 ns,16,,Red / Black,4.5
Silicon Power SP032GBLVU480F22 32 GB,339.99,,DDR5-4800,DDR5,2 x 16GB,32GB,16.667 ns,40,£10.625,,0
Crucial CT2K8G4DFRA32A 16 GB,174.5,https://cdna.pcpartpicker.com/static/forever/images/product/06c2821b511af7881d5766ee7c640e5f.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,13.75 ns,22,£10.906,Green,5
Silicon Power SP032GBLFU320X02 32 GB,197.97,https://cdna.pcpartpicker.com/static/forever/images/product/3477aabee0dd2c84aeccad0497c24f87.256p.jpg,DDR4-3200,DDR4,1 x 32GB,32GB,13.75 ns,22,£6.187,,0
G.Skill Trident Z5 Royal 64 GB,1999.99,https://cdna.pcpartpicker.com/static/forever/images/product/2e8053403b5f82737dabe64d9e3a64a8.256p.jpg,DDR5-6400,DDR5,2 x 32GB,64GB,10 ns,32,£31.250,Silver,4.5
TEAMGROUP TPRD416G3200HC2201 16 GB,,,DDR4-3200,DDR4,1 x 16GB,16GB,13.75 ns,22,,Red / Black,0
Crucial CT2K8G4DFD824A 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/a9143f50d3ab75abb484c34a03944391.256p.jpg,DDR4-2400,DDR4,2 x 8GB,16GB,14.167 ns,17,,Green,3.5
Biwin Black Opal DW100 RGB 32 GB,389.99,,DDR5-6000,DDR5,2 x 16GB,32GB,10 ns,30,£12.187,Black,4.5
Crucial CT32G56C46U5 32 GB,378.9,https://cdna.pcpartpicker.com/static/forever/images/product/4dd4838a52e81eaa083a4603f673499a.256p.jpg,DDR5-5600,DDR5,1 x 32GB,32GB,16.429 ns,46,£11.841,Black,0
G.Skill Aegis 5 16 GB,473.99,https://cdna.pcpartpicker.com/static/forever/images/product/f33102dcb4d1861f27ab7582df77ee9e.256p.jpg,DDR5-5600,DDR5,1 x 16GB,16GB,12.857 ns,36,£29.624,Black / Red,0
Silicon Power SP032GBLVU560F02 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/00152c2bacf7038a71b3074a7207c327.256p.jpg,DDR5-5600,DDR5,1 x 32GB,32GB,16.429 ns,46,,Black,0
Kingston KVR21R15D4K4/64 64 GB,780.11,https://cdna.pcpartpicker.com/static/forever/images/product/fac0715f6ed3f6a48dc1137d8b9c6605.256p.jpg,DDR4-2133,DDR4,4 x 16GB,64GB,14.065 ns,15,£12.189,Black / Green,0
Crucial CT2K64G56C46S5 128 GB,1999,https://cdna.pcpartpicker.com/static/forever/images/product/0dd8e893a356cf0c27b5dede56e899a4.256p.jpg,DDR5-5600,DDR5,2 x 64GB,128GB,16.429 ns,46,£15.617,Black,5
G.Skill Ripjaws M5 RGB 32 GB,514.67,https://cdna.pcpartpicker.com/static/forever/images/product/2c135b0e099933dfd5d3f1754b701b88.256p.jpg,DDR5-6000,DDR5,2 x 16GB,32GB,12 ns,36,£16.083,White,0
Kingston FURY Renegade 48 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/e21de3baba1e5761fea2aedce91e2268.256p.jpg,DDR5-6400,DDR5,1 x 48GB,48GB,10 ns,32,,Silver / Black,0
Kingston KTH-PL421/16G 16 GB,112.49,https://cdna.pcpartpicker.com/static/forever/images/product/a1c27238a23e5ee920d9575cc9756a4b.256p.jpg,DDR4-2133,DDR4,1 x 16GB,16GB,14.065 ns,15,£7.031,Green,0
TEAMGROUP T-Create Classic 32 GB,415.55,https://cdna.pcpartpicker.com/static/forever/images/product/b3d17b2350df02bb788ba0190c89f135.256p.jpg,DDR5-6000,DDR5,2 x 16GB,32GB,16 ns,48,£12.986,Black,4.5
Crucial Ballistix 8 GB,79,,DDR4-3200,DDR4,1 x 8GB,8GB,10 ns,16,£9.875,Black,0
Lexar THOR 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/6097ec08ab412d91c9dc8529283dbb7c.256p.jpg,DDR4-3600,DDR4,2 x 16GB,32GB,10 ns,18,,White,5
G.Skill Trident Z Neo 128 GB,3690.99,https://cdna.pcpartpicker.com/static/forever/images/product/9b3bd59f758c038ca11c2e53a6742c76.256p.jpg,DDR4-3600,DDR4,4 x 32GB,128GB,10 ns,18,£28.836,Silver / Black,0
G.Skill Trident Z5 CK 48 GB,1090.44,https://cdna.pcpartpicker.com/static/forever/images/product/5a1d6961a7a24cec083d6646aefeea55.256p.jpg,DDR5-8200,DDR5,2 x 24GB,48GB,9.756 ns,40,£22.718,Black,5
ADATA XPG GAMMIX D30 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/83ca9a1f578b82760f25889fae9dba1f.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,,Silver / Black,4.5
Netac Shadow II 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/bab9326ec0a1749a679c730135f36bb1.256p.jpg,DDR4-3600,DDR4,2 x 8GB,16GB,10 ns,18,,Black,0
Crucial Ballistix Sport LT 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/8ca8bf9040a74f567b633b5b538d641c.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,,Silver / Black,4.5
ADATA XPG SPECTRIX D60G 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/a881e3433b353661a219670b7aa8fc1d.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,,,4.5
Corsair Dominator Titanium RGB 96 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/10c582ed536d6c9003d52dfe90c1e093.256p.jpg,DDR5-6000,DDR5,2 x 48GB,96GB,10 ns,30,,Black,5
SK Hynix HMA451U6AFR8N-TF 4 GB,59.53,,DDR4-2133,DDR4,1 x 4GB,4GB,14.065 ns,15,£14.883,,4.5
Kingston Fury Renegade RGB 96 GB,1545.59,https://cdna.pcpartpicker.com/static/forever/images/product/d743b8e92fe3ed561e13f52d6dbcfd60.256p.jpg,DDR5-6000,DDR5,2 x 48GB,96GB,10.667 ns,32,£16.100,Silver / Black,0
G.Skill F4-3200C16Q-64GTZKW 64 GB,1490.25,,DDR4-3200,DDR4,4 x 16GB,64GB,10 ns,16,£23.285,Black / White,0
Silicon Power SP016GBSVU560F02 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/436bf8f576c783d1e5325ef20ad11bcb.256p.jpg,DDR5-5600,DDR5,1 x 16GB,16GB,16.429 ns,46,,Black,0
Crucial CT2K16G48C40S5 32 GB,365.35,https://cdna.pcpartpicker.com/static/forever/images/product/37e6eb23a557060f0bb4a6f6693e4bb2.256p.jpg,DDR5-4800,DDR5,2 x 16GB,32GB,16.667 ns,40,£11.417,Black,0
Acer Predator Pallas II 64 GB,,,DDR5-6000,DDR5,2 x 32GB,64GB,10 ns,30,,Black,0
Kingston FURY Renegade 96 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/3dd2d8b461927db8cd361dded90ad380.256p.jpg,DDR5-6400,DDR5,2 x 48GB,96GB,10 ns,32,,Silver / Black,0
Kingston HyperX Fury RGB 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/686cd5fcd34d5cdd9ca71aa75a3a2466.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,,Black,4
Crucial CT16G56C46S5 16 GB,198.92,https://cdna.pcpartpicker.com/static/forever/images/product/bf52463478e6699bc3c9f8732fc67bed.256p.jpg,DDR5-5600,DDR5,1 x 16GB,16GB,16.429 ns,46,£12.432,Black,0
Klevv FIT V 16 GB,185.99,https://cdna.pcpartpicker.com/static/forever/images/product/4dd45991d89da69c62dc911d9680e4d5.256p.jpg,DDR5-5600,DDR5,1 x 16GB,16GB,10.714 ns,30,£11.624,Black,0
Patriot Viper Elite 5 Ultra 96 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/dc187e7ecc67803909a4cc3ad50ee8f1.256p.jpg,DDR5-6000,DDR5,2 x 48GB,96GB,9.333 ns,28,,Black,0
TEAMGROUP Elite Plus 16 GB,277.67,https://cdna.pcpartpicker.com/static/forever/images/product/1975ee39a910007e91e5c0eea8c49897.256p.jpg,DDR5-4800,DDR5,2 x 8GB,16GB,16.667 ns,40,£17.354,Black,4.5
Crucial MTA18ASF4G72AZ-3G2B1 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/de3c2c90a77dd86d0e11899f355bfbcd.256p.jpg,DDR4-3200,DDR4,1 x 32GB,32GB,13.75 ns,22,,Green,0
TEAMGROUP T-Create Classic 16 GB,137.86,https://cdna.pcpartpicker.com/static/forever/images/product/c55feafbcea07e706822193c6d344a84.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,13.75 ns,22,£8.616,Silver,4
KingBank SharpBlade RGB 32 GB,,,DDR5-6400,DDR5,2 x 16GB,32GB,10 ns,32,,White,5
Klevv BOLT X 32 GB,301.08,https://cdna.pcpartpicker.com/static/forever/images/product/c242f1fa9979a24196b8bd732b1bb443.256p.jpg,DDR4-3600,DDR4,2 x 16GB,32GB,10 ns,18,£9.409,Black,4
Kingston ValueRAM 16 GB,222.2,https://cdna.pcpartpicker.com/static/forever/images/product/92dd1d46c9f0114b709923d5583ddae1.256p.jpg,DDR5-5600,DDR5,1 x 16GB,16GB,16.429 ns,46,£13.887,Green,0
Kingston FURY Renegade Pro 256 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/ccacc141f4d0dd2f7d4b2fadc2073337.256p.jpg,DDR5-6000,DDR5,8 x 32GB,256GB,10.667 ns,32,,Black,0
Patriot Signature Premium 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/bbf6ed75c2628af4eb9eda9a43343b36.256p.jpg,DDR4-2666,DDR4,2 x 8GB,16GB,14.254 ns,19,,Black,4
Silicon Power SP016GBLVU560F02 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/326bbb28746c36257ff3e78ba6e39034.256p.jpg,DDR5-5600,DDR5,1 x 16GB,16GB,16.429 ns,46,,Black,0
ADATA XPG GAMMIX D20 16 GB,,,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,,Black / Silver,5
Patriot Viper Steel RGB 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/59d55c485410a5abc865aae2d9af8b34.256p.jpg,DDR4-3600,DDR4,2 x 32GB,64GB,11.111 ns,20,,Black,0
Silicon Power SP032GBSVU480F02 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/9ef4b56bd19a0381d771a96d3202d6b9.256p.jpg,DDR5-4800,DDR5,1 x 32GB,32GB,16.667 ns,40,,,0
Crucial CT4G4DFS8266 4 GB,30,https://cdna.pcpartpicker.com/static/forever/images/product/554ccd4d0bdf82252ee2f7fe6325b621.256p.jpg,DDR4-2666,DDR4,1 x 4GB,4GB,14.254 ns,19,£7.500,Green / Black,0
Kingston Fury Renegade RGB 64 GB,899.99,https://cdna.pcpartpicker.com/static/forever/images/product/02d00f64cffdeb29a9674be6209c7165.256p.jpg,DDR5-6400,DDR5,2 x 32GB,64GB,10 ns,32,£14.062,Silver / White,0
OLOy MD4U1636181CHKDA 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/ae076b653790230e95e014df9aadbdff.256p.jpg,DDR4-3600,DDR4,2 x 16GB,32GB,10 ns,18,,Black,4.5
TEAMGROUP Xtreem 32 GB,469.99,https://cdna.pcpartpicker.com/static/forever/images/product/f852da65d8a0a4b09fbbb6d5bf49e71b.256p.jpg,DDR5-8000,DDR5,2 x 16GB,32GB,9.5 ns,38,£14.687,Black,0
Gigabyte AORUS RGB 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/e28fcdee79fc1b4371e8efd319a2af27.256p.jpg,DDR5-6000,DDR5,2 x 16GB,32GB,13.333 ns,40,,Black,0
Kingston Fury Renegade RGB 32 GB,499.99,https://cdna.pcpartpicker.com/static/forever/images/product/949f79685c55aa6bd301df601a696ba6.256p.jpg,DDR5-6400,DDR5,2 x 16GB,32GB,10 ns,32,£15.625,Silver / Black,5
Kingston Server Premier 32 GB,884.39,https://cdna.pcpartpicker.com/static/forever/images/product/060e159c8516e27d4101d2093a1ebb08.256p.jpg,DDR5-5600,DDR5,1 x 32GB,32GB,16.429 ns,46,£27.637,Green / Black,0
Crucial CT2K32G48C40S5 64 GB,616.04,https://cdna.pcpartpicker.com/static/forever/images/product/37e6eb23a557060f0bb4a6f6693e4bb2.256p.jpg,DDR5-4800,DDR5,2 x 32GB,64GB,16.667 ns,40,£9.626,Black,0
G.Skill Flare X 16 GB,137.32,https://cdna.pcpartpicker.com/static/forever/images/product/7ce80ece7d6d14e6113e569324cc87fa.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,£8.582,Black,4.5
ADATA XPG SPECTRIX D50 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/2d9452e00eb1de3992c4e965eb803cdf.256p.jpg,DDR4-3600,DDR4,2 x 16GB,32GB,10 ns,18,,Black,5
ADATA XPG Lancer Blade RGB 64 GB,749.99,https://cdna.pcpartpicker.com/static/forever/images/product/20deb16c6b5d8d08eefe233a6bcf2d64.256p.jpg,DDR5-6000,DDR5,2 x 32GB,64GB,10 ns,30,£11.719,Black,0
G.Skill Trident Z RGB 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/0a79c3051885386230fdf03f02ba8255.256p.jpg,DDR4-3000,DDR4,1 x 8GB,8GB,10.667 ns,16,,,0
Corsair Vengeance RGB Pro 128 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/c78f0bc33f5db43049d1c12e93b34f7e.256p.jpg,DDR4-3200,DDR4,4 x 32GB,128GB,10 ns,16,,Black,4.5
Silicon Power XPOWER Cyclone RGB 48 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/ad433f6eac954f70722fe20c1ff15e7b.256p.jpg,DDR5-8000,DDR5,2 x 24GB,48GB,10 ns,40,,White,0
Patriot Viper Elite 5 Ultra 32 GB,419.99,https://cdna.pcpartpicker.com/static/forever/images/product/415c490141a02b9846f35d83498d350e.256p.jpg,DDR5-6000,DDR5,2 x 16GB,32GB,9.333 ns,28,£13.125,Black,4
G.Skill Ripjaws M5 Neo RGB 64 GB,2099.99,https://cdna.pcpartpicker.com/static/forever/images/product/ff6cb58f131ad35fa820b04adb69ab39.256p.jpg,DDR5-6000,DDR5,2 x 32GB,64GB,9.333 ns,28,£32.812,White,0
G.Skill Trident Z Royal 16 GB,288.77,https://cdna.pcpartpicker.com/static/forever/images/product/aa5a38b71ff4f99012194b9d69bc4ea8.256p.jpg,DDR4-4000,DDR4,2 x 8GB,16GB,7.5 ns,15,£18.048,Silver,0
Mushkin Redline 64 GB,1638,,DDR5-4800,DDR5,2 x 32GB,64GB,16.667 ns,40,£25.594,Black,0
Crucial CT2K8G4DFS8213 16 GB,150.61,,DDR4-2133,DDR4,2 x 8GB,16GB,14.065 ns,15,£9.413,Black / Green,4.5
PNY Anarchy 4 GB,,,DDR4-2133,DDR4,1 x 4GB,4GB,14.065 ns,15,,Black / Red,0
ADATA AD4U266638G19-S 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/d0284aebe543b46679e30aadd523b1c6.256p.jpg,DDR4-2666,DDR4,1 x 8GB,8GB,14.254 ns,19,,Green / Black,4
G.Skill Ripjaws S5 96 GB,1867.96,https://cdna.pcpartpicker.com/static/forever/images/product/2b5c4e0ed1205ff642c540eff74a942a.256p.jpg,DDR5-6400,DDR5,2 x 48GB,96GB,10 ns,32,£19.458,Black,5
OLOy MD4U162619BBSA 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/ad4366a1cb4040fa81472a385354023b.256p.jpg,DDR4-2666,DDR4,1 x 16GB,16GB,14.254 ns,19,,Red / Black,0
Patriot Viper Elite II 32 GB,622.94,https://cdna.pcpartpicker.com/static/forever/images/product/0b87c1095fc9ee08a52a881bce7fd515.256p.jpg,DDR4-3600,DDR4,1 x 32GB,32GB,11.111 ns,20,£19.467,Red / Black,0
TEAMGROUP T-Force Delta RGB Eco 32 GB,485.87,https://cdna.pcpartpicker.com/static/forever/images/product/1a2600375121bd98fb0a9a29385fa910.256p.jpg,DDR5-6400,DDR5,2 x 16GB,32GB,10 ns,32,£15.183,Silver,0
Crucial Ballistix Sport LT 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/b17ee04be814d898a03abdc8e74b711c.256p.jpg,DDR4-2400,DDR4,2 x 4GB,8GB,13.333 ns,16,,Gray,5
Corsair Vengeance 48 GB,684.99,https://cdna.pcpartpicker.com/static/forever/images/product/fe414d3559a9bbb2e092ba5374f6e1ed.256p.jpg,DDR5-6400,DDR5,2 x 24GB,48GB,11.25 ns,36,£14.271,Black / Gray,0
Corsair Vengeance RGB RT 32 GB,325.6,https://cdna.pcpartpicker.com/static/forever/images/product/d533fcdf27cb51bbb1962f120b719707.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,10 ns,16,£10.175,Black,0
ADATA XPG SPECTRIX D41 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/3e352551cc2ed297d8878800b5b06986.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,,Red,5
Patriot Viper Elite 5 RGB 48 GB,647.01,,DDR5-6000,DDR5,2 x 24GB,48GB,10 ns,30,£13.479,White,0
G.Skill TridentZ RGB 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/5812a6931bd64a50e8ce99d25f946968.256p.jpg,DDR4-4000,DDR4,2 x 16GB,32GB,8 ns,16,,Black,0
Crucial CT32G4DFD832A 32 GB,209.99,https://cdna.pcpartpicker.com/static/forever/images/product/e3d06c0a58196093db4ace41aca7f887.256p.jpg,DDR4-3200,DDR4,1 x 32GB,32GB,13.75 ns,22,£6.562,Green / Black,0
TEAMGROUP T-Force Delta RGB 96 GB,1386.8,https://cdna.pcpartpicker.com/static/forever/images/product/d2e3f9b94f541ad51a19011026245df2.256p.jpg,DDR5-6800,DDR5,2 x 48GB,96GB,10.588 ns,36,£14.446,Black,0
TEAMGROUP T-Force Vulcan Z 64 GB,799.99,https://cdna.pcpartpicker.com/static/forever/images/product/01da19f16d5e4c5808f64fb9049afb68.256p.jpg,DDR4-3200,DDR4,2 x 32GB,64GB,10 ns,16,£12.500,Gray,4.5
Timetec PINNACLE Konduit 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/c8d206b14db8d2f4d1c2b058ed38f696.256p.jpg,DDR4-3200,DDR4,1 x 8GB,8GB,10 ns,16,,White,0
Corsair CMH32GX5M2F6000Z36 32 GB,513.7,https://cdna.pcpartpicker.com/static/forever/images/product/c8c9c508e370e4026fd2a13c7c6a54ea.256p.jpg,DDR5-5600,DDR5,2 x 16GB,32GB,12.857 ns,36,£16.053,Black,0
Patriot Viper 4 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/acf00130b189e90272a9ad74f0ba955c.256p.jpg,DDR4-2800,DDR4,2 x 4GB,8GB,11.429 ns,16,,Black / Red,5
PNY XLR8 Gaming MAKO 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/92695b74117c59039f07e64b09f3978e.256p.jpg,DDR5-6000,DDR5,1 x 16GB,16GB,12 ns,36,,Black / Silver,0
Silicon Power SU016GBLFU266BD2J5 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/4606e03430c4784a2d345a2a133c5efd.256p.jpg,DDR4-2666,DDR4,2 x 8GB,16GB,14.254 ns,19,,Gray,0
ADATA XPG SPECTRIX D35G RGB 8 GB,59.95,,DDR4-3200,DDR4,1 x 8GB,8GB,10 ns,16,£7.494,Black,0
Patriot Viper 4 16 GB,194.28,,DDR4-2666,DDR4,4 x 4GB,16GB,11.253 ns,15,£12.143,Black / Red,0
G.Skill F5-6000J3636F32GX2-FX5 64 GB,948.1,https://cdna.pcpartpicker.com/static/forever/images/product/17a35d829fa9c810eb6e0bf49ef0cb54.256p.jpg,DDR5-6000,DDR5,2 x 32GB,64GB,12 ns,36,£14.814,Black,0
Patriot Viper Elite 5 Ultra 48 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/b2e6920b39c7f37437bad1181180ca0e.256p.jpg,DDR5-6000,DDR5,2 x 24GB,48GB,9.333 ns,28,,Black,0
Corsair CMV8GX4M1A2133C15 8 GB,71.97,https://cdna.pcpartpicker.com/static/forever/images/product/5d0e7dd0d9c208ef610f644fd7d8f5da.med.256p.jpg,DDR4-2133,DDR4,1 x 8GB,8GB,14.065 ns,15,£8.996,Black,4.5
Thermaltake TOUGHRAM XG RGB D5 32 GB,858.3,,DDR5-6000,DDR5,2 x 16GB,32GB,12 ns,36,£26.822,White / Silver,0
Patriot Viper 4 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/45abf5c03949db8003e9f697ac9fdf40.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,10 ns,16,,Red / Black,5
Kingston Server Premier 8 GB,472.3,,DDR4-3200,DDR4,1 x 8GB,8GB,13.75 ns,22,£59.038,,0
GOODRAM IRDM 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/7f820409638a1b59d7000ae99ee746af.256p.jpg,DDR5-6000,DDR5,2 x 32GB,64GB,10 ns,30,,Black,0
Corsair CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMK16GX4M2C3000C16W 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/e4bd808b09151a16fbdec0dbf447373a.256p.jpg,DDR4-3000,DDR4,2 x 8GB,16GB,10.667 ns,16,,White / Black,4.5
Kingston Fury Renegade RGB 16 GB,256.97,https://cdna.pcpartpicker.com/static/forever/images/product/506bccde6382e2e814496ac931324a05.256p.jpg,DDR5-6400,DDR5,1 x 16GB,16GB,10 ns,32,£16.061,Silver / Black,5
G.Skill Ripjaws M5 RGB 48 GB,639.59,https://cdna.pcpartpicker.com/static/forever/images/product/c73c076662fbd10fb95a7397b7778c1b.256p.jpg,DDR5-5200,DDR5,2 x 24GB,48GB,15.385 ns,40,£13.325,Black,0
Crucial CT8G48C40U5 8 GB,161.51,https://cdna.pcpartpicker.com/static/forever/images/product/aae9b49cc423c0b0bf7053e10832a964.256p.jpg,DDR5-4800,DDR5,1 x 8GB,8GB,16.667 ns,40,£20.189,Black,0
